	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCA	Number instances predicted as dependent variable class BRCA correctly	Number instances predicted as dependent variable class BRCA incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCA	Number instances with dependent variable class BRCA predicted correctly	Number instances with dependent variable class BRCA predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCA	Proportion instances predicted as dependent variable class BRCA correctly	Proportion instances predicted as dependent variable class BRCA incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCA	Proportion instances with dependent variable class BRCA predicted correctly	Proportion instances with dependent variable class BRCA predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
Visvader_REACTOME_REGULATION_OF_AMPK_ACTIVITY_VIA_LKB1_weka_svm_weights_r_svm_rbf	0.64	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3710913577389688	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	96.04717494420369	0.4553761064394141	105.02005082489892	14	6	-0.06666666666666665
Visvader_REACTOME_REGULATION_OF_APC_ACTIVATORS_BETWEEN_G1_S_AND_EARLY_ANAPHASE_weka_svm_weights_r_svm_rbf	0.64	0.7	0.25	-0.050000000000000044	25	0.30000000000000004	-0.09090909090909098	0.3439166527929874	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	89.01372189936146	0.43178025174856827	99.57831195487927	14	6	-0.06666666666666665
Visvader_REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT_weka_svm_weights_r_svm_rbf	0.5866666666666667	0.75	0.25	0.0	50	0.25	0.1666666666666668	0.3399146265816583	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	87.97790335054685	0.45302804541048775	104.47853473498824	15	5	0.1333333333333333
Visvader_REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS_weka_svm_weights_r_svm_rbf	0.5866666666666667	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.30603796829441515	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	79.20982708796627	0.4174508955900258	96.27363766306193	16	4	0.3333333333333335
Visvader_REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.2840636177142388	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	73.52234811427358	0.3710761088546275	85.57856080005715	16	4	0.3333333333333335
Visvader_REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_weka_svm_weights_r_svm_rbf	0.08	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4612705295588498	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	119.38766647405524	0.5406124009183259	124.67747213383254	14	6	-0.06666666666666665
Visvader_REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.29823461267826207	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	77.19013504613842	0.37371284400858584	86.18665168573331	15	5	0.1333333333333333
Visvader_REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_FREE_FATTY_ACIDS_weka_svm_weights_r_svm_rbf	0.8	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.2801979948746803	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	72.5218339675643	0.35148462588615903	81.06032080461408	19	1	0.8
Visvader_REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE_1_weka_svm_weights_r_svm_rbf	0.6	0.7	0.25	-0.050000000000000044	25	0.30000000000000004	0.07692307692307666	0.32466370378548665	17.0	13.0	4.0	3.0	1.0	2.0	15.0	13.0	2.0	5.0	1.0	4.0	0.85	0.7647058823529411	0.23529411764705882	0.15	0.3333333333333333	0.6666666666666666	0.75	0.8666666666666667	0.13333333333333333	0.25	0.2	0.8	84.03060568565537	0.42805682486157415	98.71960532669797	14	6	0.06666666666666665
Visvader_REACTOME_REGULATION_OF_INSULIN_SECRETION_weka_svm_weights_r_svm_rbf	0.8533333333333333	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.5714285714285713	0.2401276543229612	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	62.15068700123702	0.3384873043645108	78.06284388940256	17	3	0.5333333333333332
Visvader_REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA_weka_svm_weights_r_svm_rbf	0.6666666666666666	0.7	0.25	-0.050000000000000044	25	0.30000000000000004	0.19999999999999987	0.34354443702790416	15.0	12.0	3.0	5.0	2.0	3.0	15.0	12.0	3.0	5.0	2.0	3.0	0.75	0.8	0.2	0.25	0.4	0.6	0.75	0.8	0.2	0.25	0.4	0.6	88.91738370133992	0.43140141678992505	99.49094402747079	14	6	0.20000000000000018
Visvader_REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_weka_svm_weights_r_svm_rbf	0.6933333333333334	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3313782490483177	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	85.76848798897635	0.4134101617934777	95.34175287006869	14	6	-0.06666666666666665
Visvader_REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_weka_svm_weights_r_svm_rbf	0.8533333333333333	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.27352848563630994	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	70.79560804704492	0.37211323096828264	85.81774466488338	16	4	0.3333333333333335
Visvader_REACTOME_REGULATION_OF_RHEB_GTPASE_ACTIVITY_BY_AMPK_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.75	0.25	0.0	NA	0.25	0.0	0.3215267756213725	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	83.21869486670818	0.3974397146107487	91.65860579425758	15	5	0.0
Visvader_REACTOME_REMOVAL_OF_DNA_PATCH_CONTAINING_ABASIC_RESIDUE_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.2929978070356099	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	75.83472652686375	0.3742570551607121	86.31215911145809	16	4	0.3333333333333335
Visvader_REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND_weka_svm_weights_r_svm_rbf	0.6533333333333333	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.34229415865900414	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	88.59378224115402	0.42551749482182183	98.13397826795492	16	4	0.19999999999999996
Visvader_REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_weka_svm_weights_r_svm_rbf	0.7066666666666667	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.3285761192266353	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	85.04323085865855	0.4009604036014939	92.47055646869623	17	3	0.5333333333333332
Visvader_REACTOME_REPAIR_SYNTHESIS_OF_PATCH_27_30_BASES_LONG_BY_DNA_POLYMERASE_weka_svm_weights_r_svm_rbf	0.4	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.39112367722212216	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	101.2320105751375	0.4690486188986959	108.17324207290937	13	7	-0.1333333333333333
Visvader_REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY_weka_svm_weights_r_svm_rbf	0.6	0.75	0.25	0.0	NA	0.25	0.0	0.3673895676382926	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	95.08906456520516	0.43620328714706785	100.59836416179618	15	5	0.0
Visvader_REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING_weka_svm_weights_r_svm_rbf	0.3333333333333333	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.40609807638299544	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	105.1077374167753	0.48025023980110715	110.75658972742447	13	7	-0.1333333333333333
Visvader_REACTOME_REV_MEDIATED_NUCLEAR_EXPORT_OF_HIV1_RNA_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.2550041264779032	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	66.00106802957495	0.3402593477330798	78.47151725192516	17	3	0.5333333333333332
Visvader_REACTOME_RHO_GTPASE_CYCLE_weka_svm_weights_r_svm_rbf	0.8533333333333333	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.6923076923076923	0.26523198691351835	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	68.6482789658518	0.33562641403579824	77.40305774015754	18	2	0.6000000000000001
Visvader_REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2705984098525515	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	70.03723549124862	0.3576290372671493	82.4773613264943	17	3	0.3999999999999999
Visvader_REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.24267872443927416	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	62.81096397251802	0.3270487810555848	75.42486117077037	18	2	0.6000000000000001
Visvader_REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER_weka_svm_weights_r_svm_rbf	0.8	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2835086586704961	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	73.37871165589311	0.36234953244322704	83.56601449977258	17	3	0.3999999999999999
Visvader_REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.24593589997253398	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	63.65399763994998	0.33112006449572323	76.36379140395506	17	3	0.5333333333333332
Visvader_REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION_weka_svm_weights_r_svm_rbf	0.76	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.3094113938848479	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	80.08294900549005	0.3911781760103737	90.21455308100673	15	5	0.1333333333333333
Visvader_REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.25667508989303023	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	66.43355267819607	0.3396007341171154	78.31962602521287	17	3	0.5333333333333332
Visvader_REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_weka_svm_weights_r_svm_rbf	0.8133333333333332	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.5714285714285713	0.24007545188862633	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	62.13717578293858	0.32786987257770617	75.61422348505452	17	3	0.5333333333333332
Visvader_REACTOME_RNA_POLYMERASE_I_CHAIN_ELONGATION_weka_svm_weights_r_svm_rbf	0.76	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.28079993101108147	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	72.67762920286815	0.3617839911734563	83.43558786549153	17	3	0.3999999999999999
Visvader_REACTOME_RNA_POLYMERASE_I_III_AND_MITOCHONDRIAL_TRANSCRIPTION_weka_svm_weights_r_svm_rbf	0.8400000000000001	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.625	0.21922110993342114	14.0	13.0	1.0	6.0	4.0	2.0	15.0	13.0	2.0	5.0	4.0	1.0	0.7	0.9285714285714286	0.07142857142857142	0.3	0.6666666666666666	0.3333333333333333	0.75	0.8666666666666667	0.13333333333333333	0.25	0.8	0.2	56.739581394532536	0.3227664956260657	74.43726909666874	17	3	0.6666666666666667
Visvader_REACTOME_RNA_POLYMERASE_I_PROMOTER_CLEARANCE_weka_svm_weights_r_svm_rbf	0.9333333333333333	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.5294117647058825	0.2204283743406657	13.0	12.0	1.0	7.0	4.0	3.0	15.0	12.0	3.0	5.0	4.0	1.0	0.65	0.9230769230769231	0.07692307692307693	0.35	0.5714285714285714	0.42857142857142855	0.75	0.8	0.2	0.25	0.8	0.2	57.05204982934877	0.3291523692643063	75.9099962875905	16	4	0.6000000000000001
Visvader_REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2999718481120552	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	77.63977245253193	0.3761079063228047	86.73900733727325	17	3	0.3999999999999999
Visvader_REACTOME_RNA_POLYMERASE_I_PROMOTER_OPENING_weka_svm_weights_r_svm_rbf	0.8933333333333333	0.8	0.25	0.050000000000000044	25	0.19999999999999996	0.3846153846153847	0.2253959538543823	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	58.33777629172248	0.3308961276840311	76.3121464998573	16	4	0.3333333333333335
Visvader_REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.2893031369513645	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	74.87845897564729	0.3688336350670364	85.06139552103599	16	4	0.19999999999999996
Visvader_REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.25459787821882623	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	65.89592142134326	0.3284947875789275	75.75834304745901	18	2	0.6000000000000001
Visvader_REACTOME_RNA_POL_II_CTD_PHOSPHORYLATION_AND_INTERACTION_WITH_CE_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.23540482852923378	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	60.928308560507574	0.3145825571771201	72.54986740891579	18	2	0.6000000000000001
Visvader_REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1_weka_svm_weights_r_svm_rbf	0.6933333333333334	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3497348271894888	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	90.51960233139711	0.43082097255109497	99.35708043076258	14	6	-0.06666666666666665
Visvader_REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21_weka_svm_weights_r_svm_rbf	0.64	0.75	0.25	0.0	25	0.25	0.1666666666666668	0.3455335061494128	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	89.43220159161272	0.42308789725431495	97.57365800429706	15	5	0.1333333333333333
Visvader_REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.3128828403741584	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	80.98144103801748	0.3806034896445235	87.77579073951637	17	3	0.3999999999999999
Visvader_REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION_weka_svm_weights_r_svm_rbf	0.5466666666666666	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3922512547865016	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	101.5238541800357	0.4694577673352529	108.26760097535183	14	6	-0.06666666666666665
Visvader_REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE_weka_svm_weights_r_svm_rbf	0.8	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.24411244385033798	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	63.18204429067571	0.3260194054616497	75.18746382895931	19	1	0.8
Visvader_REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.25667310433252233	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	66.43303876841755	0.34550403210686714	79.68106033446057	17	3	0.5333333333333332
Visvader_REACTOME_SEMAPHORIN_INTERACTIONS_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.85	0.25	0.09999999999999998	25	0.15000000000000002	0.5714285714285713	0.2488536815873649	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	64.40918817555327	0.33113824817433085	76.36798497235831	17	3	0.5333333333333332
Visvader_REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE_weka_svm_weights_r_svm_rbf	0.30666666666666664	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.4344925806065665	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	112.4569032158172	0.5121615102190207	118.11605192534338	13	7	-0.1333333333333333
Visvader_REACTOME_SEROTONIN_RECEPTORS_weka_svm_weights_r_svm_rbf	0.5066666666666667	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.40716384290920987	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	105.38358287061902	0.48951919754162115	112.89422145477582	13	7	-0.1333333333333333
Visvader_REACTOME_SHCMEDIATED_CASCADE_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.27296622185529096	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	70.65008095078119	0.3409674285850821	78.63481674439713	18	2	0.6000000000000001
Visvader_REACTOME_SHC_MEDIATED_SIGNALLING_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.2837423995074232	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	73.43920928427424	0.35758016777263407	82.46609091347702	18	2	0.6000000000000001
Visvader_REACTOME_SHC_RELATED_EVENTS_weka_svm_weights_r_svm_rbf	0.8	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.2994274647302698	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	77.49887322430513	0.369229995685474	85.15280526279598	16	4	0.19999999999999996
Visvader_REACTOME_SIGNALING_BY_BMP_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.28651570214230776	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	74.15700526036201	0.36397258262083443	83.940326655666	17	3	0.5333333333333332
